Name,Birth Year,Genres,Books
Toni Morrison,1931.0,,"['The Bluest Eye', 'Sula (novel)', 'Song of Solomon (novel)', 'Tar Baby (novel)', 'Beloved (novel)', 'The Bluest Eye', 'Sula (novel)', 'Song of Solomon (novel)', 'Tar Baby (novel)', 'Beloved (novel)', 'Jazz (novel)', 'Paradise (Morrison novel)', 'Love (Morrison novel)', 'A Mercy', 'Home (Morrison novel)', 'God Help the Child', 'The Black Book (Morrison book)']"
Raymond E. Feist,1945.0,['Fantasy'],"['Silverthorn (novel)', 'A Darkness at Sethanon', 'Krondor: The Assassins', 'Prince of the Blood (novel)', ""The King's Buccaneer"", 'Shadow of a Dark Queen', 'Rise of a Merchant Prince', 'Rage of a Demon King', 'Shards of a Broken Crown', 'Talon of the Silver Hawk', 'King of Foxes', ""Exile's Return"", 'Flight of the Nighthawks', 'Into a Dark Realm', 'Wrath of a Mad God', 'Rides a Dread Legion', 'At the Gates of Darkness', 'A Kingdom Besieged', 'A Crown Imperilled', ""Magician's End""]"
Bram Stoker,1847.0,,"['The Primrose Path (Stoker novel)', ""The Snake's Pass"", ""The Watter's Mou'"", 'The Shoulder of Shasta', 'Dracula', 'Miss Betty', 'The Mystery of the Sea', 'Lady Athlyne', 'The Lady of the Shroud', 'Personal Reminiscences of Henry Irving', 'Famous Impostors', 'The Primrose Path (Stoker novel)', ""The Snake's Pass"", ""The Watter's Mou'"", 'The Shoulder of Shasta', 'Dracula', 'Miss Betty', 'The Mystery of the Sea', 'The Jewel of Seven Stars', 'The Man (Stoker novel)', 'Lady Athlyne', 'The Lady of the Shroud', 'The Lair of the White Worm', 'Personal Reminiscences of Henry Irving', 'Famous Impostors', 'Dracula', 'Dracul (novel)', 'Love at First Bite', 'Scooby-Doo! and the Reluctant Werewolf', 'Dracula: Dead and Loving It', 'Hrabe Drakula', 'The Tomb of Dracula', 'The Revenge of Dracula', 'Little Dracula', 'Dracula the Undead (novel)', 'The Historian', 'The Book of Renfield', 'Bloodline (Cary novel)', 'Young Dracula and Young Monsters', 'Fangland', 'Out of the Dark (Weber novel)', 'Dracula: Resurrection']"
Brad Thor,1969.0,"Spy novel, thriller, faction",[]
Mark Merlis,1950.0,,[]
José Maria Eça de Queiroz,1845.0,,[]
Marsha A. Hunt,,,
Wally Lamb,1950.0,,"[""She's Come Undone"", 'I Know This Much Is True']"
Hannah Hurnard,,,[]
K. A. Applegate,1956.0,"Children's fantasy, science fiction, adventure novels",[]
Philip K. Dick,1928.0,"Science fiction, paranoid fiction, philosophical fiction",[]
Vince Flynn,1966.0,['Political thriller'],"['Term Limits (novel)', 'Transfer of Power', 'The Third Option', 'Separation of Power (novel)', 'Executive Power', 'Memorial Day (novel)', 'Consent to Kill', 'Extreme Measures (novel)', 'Pursuit of Honor']"
Susanna Kaysen,1948.0,,[]
Gore Vidal,1925.0,,[]
Sapphire,,['Fiction'],['Push (novel)']
Alan Garner,1934.0,"Children's fantasy, low fantasy, folklore",[]
Jane Smiley,1949.0,,[]
Connie Willis,1945.0,,"['Uncharted Territory (novella)', 'All Seated on the Ground', 'Crosstalk (novel)', 'Doomsday Book (novel)', 'To Say Nothing of the Dog', 'Water Witch (novel)', ""Lincoln's Dreams"", 'Uncharted Territory (novella)', 'Remake (novel)', 'Bellwether (novel)', 'Passage (Willis novel)', 'Crosstalk (novel)', 'Fire Watch (book)']"
Robert B. Parker,1932.0,,"['The Godwulf Manuscript', 'God Save the Child', 'Mortal Stakes', 'Promised Land (novel)', 'The Judas Goat', 'Looking for Rachel Wallace', 'A Savage Place', 'The Widening Gyre (novel)', 'Valediction (novel)', 'A Catskill Eagle', 'Taming a Sea-Horse', 'Pale Kings and Princes', 'Crimson Joy', 'Playmates (novel)', 'Pastime (novel)', 'Double Deuce', 'Paper Doll (novel)', 'Walking Shadow', 'Thin Air (Parker novel)', 'Small Vices', 'Sudden Mischief', 'Hush Money (novel)', 'Hugger Mugger (novel)', 'Potshot (novel)', ""Widow's Walk (novel)"", 'Back Story (novel)', 'Bad Business (novel)', 'Cold Service', 'School Days (novel)', 'Hundred-Dollar Baby', 'Now and Then (novel)', 'Chasing the Bear', 'Painted Ladies (novel)', 'Sixkill (novel)', 'Night Passage (novel)', 'Trouble in Paradise (Parker novel)', 'Death in Paradise (novel)', 'Stone Cold (Parker novel)', 'Sea Change (Parker novel)', 'High Profile', 'Stranger in Paradise (novel)', 'Night and Day (Parker novel)', 'Split Image (novel)', 'Wilderness (Parker novel)', 'Love and Glory', 'Poodle Springs', 'Perchance to Dream (novel)', 'Appaloosa (novel)', 'Blue Screen (novel)', 'Spare Change (novel)', 'The Boxer and the Spy', 'Resolution (Parker novel)', 'Brimstone (Parker novel)', 'Night Passage (novel)', 'Trouble in Paradise (Parker novel)', 'Death in Paradise (novel)', 'Stone Cold (Parker novel)', 'Sea Change (Parker novel)', 'High Profile', 'Stranger in Paradise (novel)', 'Night and Day (Parker novel)', 'Split Image (novel)', 'Jesse Stone: Stone Cold', 'Jesse Stone: Death in Paradise']"
Jean Giono,1895.0,,[]
Joanne Harris,1964.0,"['Mystery', ' Psychological suspense novel']","['Chocolat (novel)', 'Blackberry Wine', 'Gentlemen &amp; Players']"
P. G. Wodehouse,,,"['Step Lively, Jeeves!']"
Dorothy L. Sayers,1893.0,['Crime novel'],"['Whose Body?', 'Clouds of Witness', 'Unnatural Death (novel)', 'The Unpleasantness at the Bellona Club', 'Strong Poison', 'The Five Red Herrings', 'Murder Must Advertise', 'The Nine Tailors', 'Gaudy Night', ""Busman's Honeymoon"", 'A Presumption of Death']"
Charlotte Brontë,1816.0,"Fiction, poetry","['Shirley (novel)', 'Villette (novel)', 'The Professor (novel)', 'Jane Eyre', 'Shirley (novel)', 'Villette (novel)', 'The Professor (novel)', 'Wuthering Heights', 'Agnes Grey', 'The Tenant of Wildfell Hall']"
William S. Burroughs,1914.0,['Autobiographical'],"[""Ali's Smile"", 'The Cat Inside']"
T. H. White,1906.0,Fantasy,"['The Ill-Made Knight', 'The Ill-Made Knight', 'The Candle in the Wind', ""Mistress Masham's Repose"", 'The Book of Merlyn']"
Kim Newman,1959.0,,"[""Life's Lottery"", 'Anno Dracula', 'Anno Dracula', 'The Bloody Red Baron', 'Time and Relative']"
Janet Lunn,1928.0,"Children's literature, fantasy",[]
Mario Puzo,1920.0,,"['The Godfather (novel)', 'The Sicilian', 'The Godfather Returns', ""The Godfather's Revenge"", 'The Family Corleone', 'The Dark Arena', 'The Fortunate Pilgrim', 'The Runaway Summer of Davie Shaw', 'The Godfather (novel)', 'Fools Die', 'The Sicilian', 'The Fourth K', 'The Last Don', 'Omertà (novel)', 'Inside Las Vegas', 'The Last Don', 'The Last Don', 'La Dolce Vita']"
Robert J. Sawyer,1960.0,Science fictionmystery,[]
Carlos Ruiz Zafón,1964.0,,[]
Carson McCullers,1917.0,Southern Gothic,[]
Octavia E. Butler,1947.0,Science fiction,[]
Douglas Coupland,1961.0,,"['Generation X: Tales for an Accelerated Culture', 'Microserfs', 'JPod', 'The Gum Thief', 'Eleanor Rigby (novel)', 'Hey Nostradamus!', 'All Families Are Psychotic', 'Miss Wyoming (novel)', 'Girlfriend in a Coma (novel)', 'Microserfs', 'Shampoo Planet', 'Generation X: Tales for an Accelerated Culture', 'Life After God', 'Souvenir of Canada', 'Polaroids from the Dead']"
Alice Sebold,1963.0,"Literary fiction, memoir",[]
Dai Sijie,1954.0,,[]
Harold Pinter,1930.0,,"['Betrayal (play)', 'Victory (novel)', 'The Heat of the Day']"
Sharon Penman,1945.0,['Historical fiction'],"['Here Be Dragons', 'When Christ and His Saints Slept', 'Time and Chance (Penman novel)', ""Devil's Brood"", 'The Sunne in Splendour']"
Erin Hunter,,['Science fiction novel'],"['The Mugger (novel)', ""Killer's Payoff"", ""King's Ransom (novel)"", 'Shotgun (novel)', 'Rocket to Luna', 'Criminal Conversation']"
Nelson DeMille,1943.0,,"['The Gold Coast (DeMille novel)', 'The Gate House', ""The General's Daughter (novel)"", 'Up Country', 'Plum Island (novel)', ""The Lion's Game"", 'Night Fall (novel)', 'Wild Fire (novel)', 'The Sniper (novel)', 'The Hammer of God (DeMille novel)', 'The Agent of Death', 'The Cannibal (DeMille novel)', 'The Night of the Phoenix', 'The Sniper (novel)', 'The Hammer of God (DeMille novel)', 'The Agent of Death', 'The Cannibal (DeMille novel)', 'The Night of the Phoenix', 'The Gold Coast (DeMille novel)', 'The Gate House', ""The General's Daughter (novel)"", 'Up Country', 'Plum Island (novel)', ""The Lion's Game"", 'Night Fall (novel)', 'Wild Fire (novel)', 'The Lion (DeMille novel)', 'The Panther (novel)', 'Radiant Angel', 'By the Rivers of Babylon', 'Cathedral (novel)', 'The Talbot Odyssey', 'Word of Honor (novel)', 'The Charm School (novel)', 'Spencerville (novel)', 'Mayday (novel)', 'The Cuban Affair']"
John Maxwell Coetzee,1940.0,,"['Moral Inquiries on the Situation of Man and of Brutes', ""Animals' Rights"", 'Evolutional Ethics and Animal Psychology', 'The Universal Kinship', 'The New Ethics', 'Animal Liberation (book)', 'The Case for Animal Rights', 'Morals, Reason, and Animals', 'Do Animals Have Rights? (book)', 'The Lives of Animals', 'Striking at the Roots', 'An American Trilogy (book)', 'An Introduction to Animals and Political Theory', 'Animal Rights Without Liberation', 'Animal (De)liberation', 'Sentientist Politics', 'Wild Animal Ethics', 'Animal Ethics in the Wild', 'Your Mommy Kills Animals', 'The Ghosts in Our Machine']"
Mary Renault,1905.0,"Historical fiction, contemporary romance, war novel, gay literature",[]
Jacqueline Carey,1964.0,['Science fiction'],"[""Kushiel's Dart"", ""Kushiel's Avatar"", ""Kushiel's Mercy"", 'Banewreaker', 'Godslayer', 'Santa Olivia']"
Minette Walters,1949.0,['Crime / Mystery novel'],"['The Ice House (novel)', 'The Sculptress', ""The Scold's Bridle"", 'The Dark Room (Walters novel)', 'The Echo (novel)', 'The Shape of Snakes', 'Acid Row', 'Fox Evil', 'Disordered Minds', ""The Devil's Feather"", ""The Chameleon's Shadow"", 'The Ice House (novel)', 'The Sculptress', ""The Scold's Bridle"", 'The Dark Room (Walters novel)', 'The Echo (novel)', 'The Tinder Box (novella)', 'The Shape of Snakes', 'Acid Row', 'Fox Evil', 'Disordered Minds', ""The Devil's Feather"", 'Chickenfeed (novel)', ""The Chameleon's Shadow""]"
Scott Turow,1949.0,"['Legal thriller', ' crime']","['Presumed Innocent (novel)', 'The Burden of Proof (Turow novel)', 'Pleading Guilty', 'Personal Injuries', 'Reversible Errors', 'Ordinary Heroes (novel)', 'Limitations (novel)', 'Innocent (novel)', 'Identical (Turow novel)', 'Testimony (Turow novel)', 'One L', 'Pleading Guilty']"
Barbara Mertz,1927.0,"Suspense, Mystery, Thriller, academic Egyptology",[]
Alistair MacLean,1922.0,,"['HMS Ulysses (novel)', 'The Guns of Navarone (novel)', 'South by Java Head', 'The Last Frontier (novel)', 'Night Without End (novel)', 'The Dark Crusader', 'The Golden Rendezvous', 'The Satan Bug (novel)', 'Ice Station Zebra (novel)', 'When Eight Bells Toll', 'Where Eagles Dare', 'Force 10 from Navarone', 'Puppet on a Chain', 'Caravan to Vaccarès', 'Bear Island (novel)', 'The Way to Dusty Death', 'Breakheart Pass (novel)', 'Circus (novel)', 'The Golden Gate (MacLean novel)', 'Seawitch', 'Goodbye California', 'Athabasca (novel)', 'River of Death', 'Partisans (novel)', 'Floodgate (novel)', 'San Andreas (novel)', 'Santorini (novel)', 'All About Lawrence of Arabia', 'Captain Cook (book)', 'Where Eagles Dare', 'Golden Rendezvous']"
Peter Benchley,1940.0,['Horror'],"['Jaws (novel)', 'The Island (Benchley novel)', 'Rummies', 'Beast (Benchley novel)']"
Diana Wynne Jones,1934.0,"Science fiction, speculative fiction, children's, fantasy, comic fantasy","['The Ogre Downstairs', 'Eight Days of Luke', 'The Homeward Bounders', 'The Magicians of Caprona', 'Witch Week', ""Conrad's Fate"", 'Charmed Life (novel)', 'The Magicians of Caprona', 'Witch Week', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'The Pinhoe Egg', 'Charmed Life (novel)', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'Witch Week', 'The Magicians of Caprona', 'Cart and Cwidder', 'Drowned Ammet', 'The Spellcoats', 'Year of the Griffin', 'The Ogre Downstairs', 'Eight Days of Luke', 'Dogsbody (novel)', 'Power of Three (novel)', 'The Homeward Bounders', ""Archer's Goon"", 'Enchanted Glass']"
Saul Bellow,1915.0,,[]
Isaac Asimov,1920.0,['Mystery'],"['David Starr, Space Ranger', 'Lucky Starr and the Pirates of the Asteroids', 'Lucky Starr and the Oceans of Venus', 'Lucky Starr and the Big Sun of Mercury', 'Lucky Starr and the Moons of Jupiter', 'Lucky Starr and the Rings of Saturn', 'Norby, the Mixed-Up Robot', 'The Solar System and Back', 'The Stars in Their Courses', ""Asimov's Mysteries"", 'Robot Dreams', 'Robot Visions', 'The Return of the Black Widowers', 'The Return of the Black Widowers', ""Asimov's Mysteries"", 'The Solar System and Back', 'The Stars in Their Courses', 'Robot Visions']"
Marguerite Duras,1914.0,,['India Song']
Pär Lagerkvist,1891.0,,[]
Jean M. Auel,1936.0,Pre-historical fiction,[]
Mary Norton,,,
Jim Butcher,1971.0,"Fantasy, Speculative fiction, Science fiction",[]
Vladimir Vladimirovich Nabokov,1899.0,,[]
F. Scott Fitzgerald,1896.0,['Tragedy'],"['This Side of Paradise', 'The Beautiful and Damned', 'The Great Gatsby', 'Tender Is the Night']"
J. K. Rowling,1965.0,"['Christmas stories', ' fairy tales', ' fantasy', "" children's book""]","[""Harry Potter and the Philosopher's Stone"", 'Harry Potter and the Chamber of Secrets', 'Harry Potter and the Prisoner of Azkaban', 'Harry Potter and the Goblet of Fire', 'Harry Potter and the Order of the Phoenix', 'Harry Potter and the Half-Blood Prince', 'Harry Potter and the Deathly Hallows', 'Quidditch Through the Ages', 'The Tales of Beedle the Bard', 'Hogwarts: An Incomplete and Unreliable Guide', 'Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists', 'Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies', ""The Cuckoo's Calling"", 'The Silkworm', 'Career of Evil', 'Lethal White', 'Troubled Blood', 'The Ink Black Heart', 'The Running Grave', 'The Casual Vacancy', 'The Ickabog', 'The Christmas Pig']"
Washington Irving,1783.0,,"['Tales of the Alhambra', 'Astoria (book)', 'Mahomet and His Successors', 'A History of New York', 'The Smurfs: The Legend of Smurfy Hollow']"
Susan Cooper,1935.0,Children's fantasy novels,[]
Cristina García,,,
Louisa May Alcott,1832.0,,"['Work: A Story of Experience', 'Under the Lilacs', 'Jack and Jill: A Village Story', 'A Long Fatal Love Chase', 'An Old-Fashioned Girl', 'Little Men', 'Work: A Story of Experience', 'Rose in Bloom', 'Under the Lilacs', 'Jack and Jill: A Village Story', ""Jo's Boys"", 'Behind a Mask', 'Transcendental Wild Oats']"
Chester Himes,1909.0,"Hardboiled crime fiction, detective fiction",[]
John Milton,1608.0,,['Endymion (poem)']
Sally Beauman,1944.0,Fiction,[]
Stephen White,,,
Johanna Spyri,1827.0,,"['Heidi, bienvenida a casa']"
Aldous Huxley,1894.0,,"['Crome Yellow', 'Antic Hay', 'Those Barren Leaves', 'Point Counter Point', 'Brave New World', 'Eyeless in Gaza (novel)', 'Time Must Have a Stop', 'Ape and Essence', 'The Genius and the Goddess', 'Island (Huxley novel)', 'The Doors of Perception', 'Beyond the Mexique Bay', 'Crome Yellow', 'Antic Hay', 'Those Barren Leaves', 'Point Counter Point', 'Brave New World', 'Eyeless in Gaza (novel)', 'After Many a Summer', 'Time Must Have a Stop', 'Ape and Essence', 'The Devils of Loudun', 'The Genius and the Goddess', 'Island (Huxley novel)', 'After the Fireworks: Three Novellas', 'Ends and Means', 'The Doors of Perception', 'Beyond the Mexique Bay', 'Grey Eminence', 'The Art of Seeing']"
E. M. Forster,1879.0,['Gay novel'],"['Where Angels Fear to Tread', 'The Longest Journey (novel)', 'A Room with a View', 'Howards End', 'A Passage to India', 'Maurice (novel)']"
Pat Conroy,1945.0,,"['Billy the Kid (Lucky Luke)', ""L'Escorte"", ""Billy the Kid's Old Timey Oddities""]"
Lois Lowry,1937.0,['Fantasy'],"['Gathering Blue', 'Messenger (novel)', 'Son (novel)', 'Anastasia Krupnik', 'Anastasia Again!', 'Anastasia at Your Service', 'Anastasia, Ask Your Analyst', 'Anastasia on Her Own', 'Anastasia Has the Answers', ""Anastasia's Chosen Career"", 'Anastasia at This Address', 'Anastasia Absolutely', 'All About Sam', 'Attaboy, Sam!', 'See You Around, Sam!', 'Zooman Sam', 'Gooney Bird and the Room Mother', 'Rabble Starkey', 'The Silent Boy', 'Gossamer (novel)']"
Gary Paulsen,1939.0,['Non-fiction Adventure Auto-Biography'],"['Hatchet (novel)', ""Brian's Hunt"", 'Call Me Francis Tucket', ""Tucket's Ride"", ""Tucket's Gold"", ""Tucket's Home"", 'The Cookcamp', 'The Legend of Red Horse Cavern', 'Escape from Fire Mountain', ""Hook 'Em Snotty!"", 'Danger on Midnight River', 'The Gorgon Slayer', 'Captive!', 'Skydive!', 'The Seventh Crystal', 'The Creature of Black Water Lake', 'Time Benders', 'Grizzly (novel)', 'Thunder Valley', 'Curse of the Ruins', 'Flight of the Hawk', 'Harris and Me', 'The Glass Cafe', 'The Case of the Dirty Bird', ""Dunc's Doll"", ""Culpepper's Cannon"", 'Dunc Gets Tweaked', ""Dunc's Halloween"", 'Dunc Breaks the Record', 'Dogsong', 'The Winter Room', 'Canyons (novel)', 'Nightjohn', 'The Car (novel)', 'The Rifle', 'Woodsong', 'My Life in Dog Years', 'Guts: The True Stories Behind Hatchet and the Brian Books']"
Scott O'Dell,1898.0,Children's historical fiction,[]
E. B. White,1899.0,,"['Stuart Little', ""Charlotte's Web"", 'The Trumpet of the Swan']"
E. Nesbit,1858.0,Children's literature,[]
Hannah Crafts,,,[]
Nick Hornby,1957.0,"Fiction, non-fiction",[]
Lynn Flewelling,1958.0,Fantasy,[]
Virginia Woolf,1882.0,,"['The Voyage Out', 'Night and Day (Woolf novel)', ""Jacob's Room"", 'Mrs Dalloway', 'To the Lighthouse', 'Orlando: A Biography', 'The Waves', 'Between the Acts', 'Three Guineas']"
Anne Perry,1938.0,,['The Cater Street Hangman']
Augusten Burroughs,1965.0,,[]
Antonio Negri,1933.0,,"['Empire (Hardt and Negri book)', 'Multitude: War and Democracy in the Age of Empire', 'Commonwealth (Hardt and Negri book)']"
Mark Z. Danielewski,1966.0,['Signiconic'],"['The Whalestoe Letters', 'The Fifty Year Sword', 'The Familiar, Volume 1: One Rainy Day in May', 'The Familiar, Volume 2: Into the Forest']"
China Miéville,,"['Science fiction', ' verse novel']","['Perdido Street Station', 'The Scar (novel)', 'Iron Council', 'The Tain (novella)', 'This Census-Taker', 'Looking for Jake', 'King Rat (Miéville novel)', 'Un Lun Dun', 'The City &amp; the City', 'Kraken (novel)', 'Embassytown', 'Railsea', 'Perdido Street Station', 'The Scar (novel)', 'Iron Council', 'The Tain (novella)', 'This Census-Taker', 'The Last Days of New Paris', 'Looking for Jake', ""The Handmaid's Tale"", 'Unquenchable Fire', 'The Child Garden', 'Take Back Plenty', 'He, She and It', 'Vurt', 'The Calcutta Chromosome', 'The Sparrow (novel)', 'Dreaming in Smoke', 'Perdido Street Station', 'Quicksilver (novel)', 'Iron Council', 'Air (novel)', 'Nova Swing', 'Black Man (novel)', 'The City &amp; the City', 'Zoo City', 'Dark Eden (novel)', 'Ancillary Justice', 'Station Eleven', 'Children of Time (novel)', 'The Underground Railroad (novel)', 'Rosewater (Thompson novel)', 'The Old Drift', 'The Animals in That Country (novel)', 'Deep Wheel Orcadia']"
