Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Look to the Lady,Margery Allingham,1931,['Crime novel'],"Albert Campion rescues Val Gyrth from the streets of London, to help him save a family heirloom, the Gyrth Chalice, from a band of devious criminals. In Suffolk, he reunites the son with his family, but soon one of them is found dead, and preventing the theft of the chalice must be combined with solving the mysterious death.
",,,,False,False,Albert Campion,Mystery Mile,Police at the Funeral
Police at the Funeral,Margery Allingham,1931,['Crime novel'],"When Albert Campion is called in by the fiancee of an old college friend to investigate the disappearance of her uncle, he little expects the mysterious spate of death and dangers that follows among the bizarre inhabitants of Socrates Close, Cambridge. He and Stanislaus Oates must tread carefully, and battle some complex family dynamics, to solve the case.
",,,,False,True,Albert Campion,Look to the Lady,Sweet Danger
Sweet Danger,Margery Allingham,1933,['Crime novel'],"When Averna, a tiny but oil-rich principality on the Adriatic Sea, becomes a vital port after an earthquake, Albert Campion is called in to track down proof that the land belongs to an aristocratic family, believed long died out. With an unscrupulous financier and his hired thugs also on the trail, Campion and his confederates must unravel the mystery, while defending the Fitton family, claimants to the title, in the strange Suffolk village of Pontisbright.
",,,286,False,False,Albert Campion,Police at the Funeral,Death of a Ghost
Death of a Ghost,Margery Allingham,1934,['Crime novel'],"At the former home of John Lafcadio, the great painter dead some 18 years, the annual ceremony to unveil a painting he left behind to keep his memory alive is interrupted by a murder. Suspicion falls on a family member, but with no proof the police are baffled. When murder once again visits ""Little Venice"", Albert Campion must exercise all his powers to bring the killer to justice...
",,,,False,False,Albert Campion,Sweet Danger,Flowers for the Judge
Flowers for the Judge,Margery Allingham,1936,['Crime novel'],"The story starts in 1911 with the mysterious disappearance of one of the members of the Barnabas family, owners of a leading publishing house in London. After the initial investigation, the mystery soon disappears from the public's mind, and the remaining cousins continue the family business. Twenty years later, another member of the same family has also gone missing, and Albert Campion, a friend of the family, is brought in to find the wayward cousin.
",,,,False,False,Albert Campion,Death of a Ghost,The Case of the Late Pig
The Case of the Late Pig,Margery Allingham,1937,['Crime fiction'],"As Lugg reads aloud the obituaries one morning, he comes across one for an old school nemesis of Campion. Surprisingly, an anonymous letter inviting Campion to the funeral has also arrived in the morning post. R.I. ""Pig"" Peters is reported dead according to the doctor who treated him.
",,,,False,False,Albert Campion,Dancers in Mourning,The Fashion in Shrouds
Dancers in Mourning,Margery Allingham,1937,"['Crime fiction', ' Theatre-fiction']","An old friend of Albert Campion, ""Uncle"" William Faraday, has written a successful book that has been turned into a hit musical comedy.  Jimmy Sutane, an established actor and dancer, is the star of the musical. But recently someone has it in for Sutane and has started playing harmless practical jokes that have caused the highly emotional Jimmy much trauma. Jimmy asks Campion to look into who the prankster may be. So Campion takes a trip to the Sutane household, where he unexpectedly finds more than he bargained for.
",,,,False,False,Albert Campion,Flowers for the Judge,The Case of the Late Pig
The Fashion in Shrouds,Margery Allingham,1938,['Crime fiction'],"Richard Portland-Smith disappeared without a trace three years ago – now Albert Campion has found his skeleton. The investigation of his suicide leads to Portland-Smith's former fiancee, the actress Georgia Wells, and to a series of deaths, apparently caused by ""the hand of fate"", but always in Georgia's interest. But Campion's involvement is more than just professional – this case involves his sister Valentine, Georgia's best friend.
",,,,False,False,Albert Campion,Dancers in Mourning,Traitor's Purse
Traitor's Purse,Margery Allingham,1941,['Crime novel'],"Albert Campion wakes in hospital suffering from amnesia. He knows there is something vital he must do, but he cannot remember what it is – or even his own name. He finds himself on the run, suspected of attacking a policeman, as he tries to avert a catastrophe.
",,,,False,False,Albert Campion,The Fashion in Shrouds,Coroner's Pidgin
Coroner's Pidgin,Margery Allingham,1945,['Crime novel'],"Just returned from years overseas on a secret mission, Albert Campion is relaxing in his bath when his servant Magersfontein Lugg and a lady of unmistakably aristocratic bearing appear in his flat carrying the corpse of a woman. At first Campion is unwilling to get involved, but he is forced to bring his powers of detection to bear on the case, and to solve not only the mystery of the murdered woman but also the alarming disappearance of some well-known art treasures.  Campion discovers the clue to the mystery by tracing two bottles of a very rare wine.
",,,236,False,False,Albert Campion,Traitor's Purse,More Work for the Undertaker
More Work for the Undertaker,Margery Allingham,1948,['Crime novel'],,,,,False,False,Albert Campion,Coroner's Pidgin,The Tiger in the Smoke
The Tiger in the Smoke,Margery Allingham,1952,['Crime novel'],"Meg Elginbrodde is a young war widow whose husband, Martin Elginbrodde, was presumed killed during the D-Day landings and who is now engaged to marry Geoffrey Levett.  As their wedding date nears, she begins receiving mysterious photographs that suggest her first husband is still alive. As a thick and overwhelming pea soup fog begins to descend upon London, she meets with London Police Inspector Charlie Luke and her cousin, the detective Albert Campion, to find an individual who claims to know her first husband's whereabouts. Meg appears to recognise a man disembarking from a train as her husband, but when apprehended the man is revealed to be a recently paroled convict called ""Duds"" Morrison who has somehow acquired an old, distinctive coat that belonged to her first husband. Duds is arrested but soon released without charge. 
",,,,False,True,Albert Campion,More Work for the Undertaker,The Beckoning Lady
The Beckoning Lady,Margery Allingham,1955,['Crime novel'],"Campion’s glorious summer in Pontisbright is blighted by death. Amidst the preparations for Minnie and Tonker Cassand’s fabulous summer party a murder is discovered. It falls to Campion to unravel the intricate web of motive, suspicion and deduction with all his imagination and skill.
",,,,False,False,Albert Campion,The Tiger in the Smoke,Hide My Eyes
Hide My Eyes,Margery Allingham,1958,['Crime novel'],"An old country bus parks in London's Theatreland on a rainy night, and a murder ensues. Superintendent Charles Luke has his theories but it is not until he calls in Albert Campion for advice that they begin to come together.
",,,,False,False,Albert Campion,The Beckoning Lady,The China Governess
The China Governess,Margery Allingham,1962,['Crime novel'],"Timothy Kinnit is trying to elope with Julia, but the question of his origins as a wartime refugee baby stand between them and their future. What does the ""Turk Street Mile"", once the wickedest street in London but now redeveloped after wartime bombing, have to do with the mystery? Can Albert Campion and the recently widowed Superintendent Charles Luke find the answer and discover who wants it kept a secret?
",,,,False,False,Albert Campion,Hide My Eyes,The Mind Readers
The Mind Readers,Margery Allingham,1965,['Crime novel'],"Canon Avril is looking forward to hosting Albert Campion and his wife Lady Amanda for half-term, with their nephew Edward, and his cousin Sam. But strange things are happening at the electronics establishment on a remote island on the east coast where Sam's father works, and when the boys arrive at Liverpool Street Station an attempt is made to kidnap them. Then Edward goes missing, and Campion and DS Charles Luke find themselves caught up in a mystery, unexpectedly helped by a certain Thomas T. Knapp.....
",,,,False,False,Albert Campion,The China Governess,Cargo of Eagles
Cargo of Eagles,Margery Allingham,1968,['Crime novel'],"Saltey in Essex, the ""Back Door to London"", has a long history of smuggling, and holds a secret that leads to murder. Albert Campion sends his young American associate Mortimer Kelsey to mingle with the locals to try to solve the mystery.  The evidence points to a robbery from a yacht done years before by a dangerous criminal named Teague and his associates.
",,,,False,False,Albert Campion,The Mind Readers,Mr Campion's Farthing
The Last September,Elizabeth Bowen,1929,['novel'],"Although The Last September was first published in 1929, a preface was written for this text decades later to be included in the second American edition of this novel. Concerned that readers unfamiliar with this particular chapter of Irish history would not fully comprehend the anxieties of these times,[1] Bowen takes great pains to explain the particulars of both her writing process and the political reasons for the unsettled atmosphere felt throughout the text, palpable even in its most seemingly serene moments. Of all her books, Bowen notes, The Last September is ""nearest to my heart, [and it] had a deep, unclouded, spontaneous source. Though not poetic, it brims up with what could be the stuff of poetry, the sensations of youth. It is a work of instinct rather than knowledge—to a degree, a 'recall' book, but there had been no such recall before.""[2] While Bowen's own beloved family home, Bowen's Court, remained untouched throughout ""The Troubled Times""[3] this preface explores the ramifications for witnesses of “Ambushes, arrests, captures and burning, reprisals and counter-reprisals”[4] as ""The British patrolled and hunted; the Irish planned, lay in wait, and struck.”[5] ""I was the child of the house from which Danielstown derives"" Bowen concludes, ""nevertheless, so often in my mind's eye did I see it [Bowen’s Court] burning that the terrible last event in The Last September is more real than anything I have lived through.""[6]
",,,312,False,True,,The Hotel(1927),Friends and Relations (1931)
