author,books,genres,subgenres,classic,narrator
Roger Zelazny,"['Nine Princes in Amber', 'Jack of Shadows', 'A Night in the Lonesome October', 'Bring Me the Head of Prince Charming', 'The Guns of Avalon', 'This Immortal', 'Sign of the Unicorn', 'The Hand of Oberon', 'Trumps of Doom', 'Prince of Chaos']","['Fantasy', 'Science Fiction', 'Horror']","['Epic Fantasy', 'High Fantasy', 'Magic', 'Vampires', 'Urban Fantasy', 'Paranormal', 'Demons', 'Comedy', 'Post Apocalyptic']",no,third-person
Lauren Willig ,['The Secret History of the Pink Carnation'],['Romance'],"['Historical Fiction', 'Historical Romance']",no,third-person
Ben Aaronovitch ,"['Rivers of London', 'The Hanging Tree']",['Fantasy'],"['Urban Fantasy', 'Paranormal', 'Magic']",no,second-person
James Rollins ,"['Map of Bones', 'The Judas Strain', 'The Last Oracle', 'Black Order', 'Bloodline', 'Sandstorm', 'The Bone Labyrinth', 'Altar of Eden', 'The Devil Colony', 'The Doomsday Key', 'Jake Ransom and the Howling Sphinx', 'Innocent Blood']","['Science Fiction', 'Horror', 'Fantasy']","['Historical Fiction', 'Time Travel', 'Paranormal', 'Vampires']",no,third-person
Philip Roth,['The Plot Against America'],['Science Fiction'],['Historical Fiction'],no,third-person
Ben Sherwood,['The Death and Life of Charlie St. Cloud'],"['Romance', 'Fantasy']",['Paranormal'],no,first-person
Tite Kubo,"['Bleach, Volume 01', 'Bleach, Volume 03', 'Bleach, Volume 15', 'Bleach, Volume 19', 'Bleach, Volume 04', 'Bleach, Volume 13', 'Bleach, Volume 06', 'Bleach, Volume 05', 'Bleach, Volume 11', 'Bleach, Volume 07', 'Bleach, Volume 08', 'Bleach, Volume 09', 'Bleach, Volume 10']",['Fantasy'],['Paranormal'],no,third-person
Blake Crouch ,"['Recursion', 'The Last Town', 'Wayward', 'Abandon']","['Science Fiction', 'Fantasy', 'Horror']","['Time Travel', 'Post Apocalyptic', 'Historical Fiction', 'Paranormal']",no,first-person
Tea Obreht ,"[""The Tiger's Wife""]",['Fantasy'],['Historical Fiction'],no,third-person
Bob Atkinson ,['The Last Sunset'],"['Fantasy', 'Romance', 'Science Fiction']","['Time Travel', 'Historical Fiction']",no,first-person
Anthony Horowitz ,"[""Raven's Gate"", 'Evil Star', 'Necropolis', 'Nightrise', 'Oblivion', 'The Switch', 'Groosham Grange']","['Fantasy', 'Horror', 'Science Fiction']","['Paranormal', 'Magic']",no,third-person
John Connolly ,"['Every Dead Thing', 'The White Road', 'The Killing Kind', 'The Lovers', 'Bad Men', 'The Gates', 'The Black Angel', 'The Reapers']","['Horror', 'Fantasy', 'Science Fiction']","['Paranormal', 'Demons', 'Urban Fantasy']",no,first-person
Brian Jacques,"['Martin the Warrior', 'Lord Brocktree', 'Taggerung', 'The Long Patrol', 'Rakkety Tam', 'Loamhedge', 'High Rhulain', 'Eulalia!', 'Outcast of Redwall', 'Triss', 'Marlfox', 'Doomwyte', 'The Sable Quean', 'The Rogue Crew', 'Castaways of the Flying Dutchman']",['Fantasy'],"['High Fantasy', 'Historical Fiction']",no,third-person
Raymond E. Feist,"['Magician: Apprentice', 'Daughter of the Empire', 'Magician: Master', 'A Darkness At Sethanon', 'Silverthorn', 'Faerie Tale', 'Magician: Apprentice Volume 1', 'Mistress of the Empire', ""Magician's End"", 'Servant of the Empire', ""The King's Buccaneer"", 'Talon of the Silver Hawk']","['Fantasy', 'Science Fiction', 'Horror', 'Romance']","['Epic Fantasy', 'High Fantasy', 'Magic', 'Urban Fantasy', 'Paranormal']",no,third-person
Paolo Bacigalupi ,"['The Windup Girl', 'Ship Breaker', 'The Water Knife', 'The Drowned Cities']","['Science Fiction', 'Fantasy']","['Post Apocalyptic', 'Cyberpunk']",no,third-person
Young Kim ,"['Twilight: The Graphic Novel, Vol. 1', 'New Moon: The Graphic Novel, Vol. 1', 'Twilight: The Graphic Novel, Vol. 2', 'New Moon: The Graphic Novel, Vol. 2']","['Fantasy', 'Romance']","['Vampires', 'Paranormal', 'Paranormal Romance']",no,first-person
Paulo Coelho ,['The Fifth Mountain'],['Romance'],['Historical Fiction'],no,third-person
Emily M. Danforth ,['The Miseducation of Cameron Post'],['Romance'],"['Realistic Fiction', 'Historical Fiction']",no,third-person
Victoria Forester,['The Girl Who Could Fly'],"['Fantasy', 'Science Fiction']","['Paranormal', 'Magic']",no,third-person
Nathaniel Hawthorne,"['The House of the Seven Gables', 'Twice-Told Tales', 'The Blithedale Romance']","['Horror', 'Fantasy', 'Romance']",['Historical Fiction'],classic,third-person
Charlie Higson,"['The Enemy', 'The Sacrifice', 'The Dead', 'The Fear', 'The Hunted', 'The Fallen', 'The End']","['Horror', 'Science Fiction', 'Fantasy']","['Zombies', 'Post Apocalyptic']",no,third-person
Edward Eager,"['Half Magic', ""Knight's Castle""]",['Fantasy'],['Magic'],classic,third-person
Julie James ,"['Just the Sexiest Man Alive', 'Something About You', 'A Lot like Love', 'It Happened One Wedding', 'Practice Makes Perfect', 'About That Night', 'Love Irresistibly', 'The Thing About Love', 'Suddenly One Summer']",['Romance'],"['Contemporary Romance', 'Realistic Fiction']",no,third-person
Sarah Ockler ,"['Twenty Boy Summer', 'Bittersweet', 'Fixing Delilah', '#scandal']",['Romance'],['Realistic Fiction'],no,third-person
W. Somerset Maugham,['The Painted Veil'],['Romance'],['Historical Fiction'],classic,omniscent
Mary Ting ,"['Crossroads', 'Between', 'From Gods']","['Fantasy', 'Romance']","['Paranormal', 'Paranormal Romance', 'Demons', 'Urban Fantasy', 'Magic']",no,third-person
Junot Diaz,['This Is How You Lose Her'],['Romance'],['Realistic Fiction'],no,third-person
Tara Sivec ,"['Seduction and Snacks', 'The Story of Us', 'Watch over Me']",['Romance'],"['Contemporary Romance', 'Comedy', 'Realistic Fiction']",no,third-person
Megan McCafferty ,"['Sloppy Firsts', 'Second Helpings', 'Perfect Fifths', 'Charmed Thirds', 'Fourth Comings', 'The Mall']",['Romance'],"['Realistic Fiction', 'Historical Fiction']",no,third-person
Zoe Sugg,"['Girl Online', 'On Tour']",['Romance'],['Realistic Fiction'],no,omniscent
Rae Carson,"['The Girl of Fire and Thorns', 'The Bitter Kingdom', 'The Crown of Embers']","['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Paranormal']",no,omniscent
Tim Powers,"['The Anubis Gates', 'Last Call', 'The Drawing of the Dark', 'On Stranger Tides', 'The Stress of Her Regard', 'Declare']","['Fantasy', 'Science Fiction', 'Horror']","['Time Travel', 'Historical Fiction', 'Urban Fantasy', 'Historical Fantasy', 'Zombies', 'Vampires', 'Paranormal']",no,third-person
Jackson Pearce ,"['Sisters Red', 'As You Wish']","['Fantasy', 'Romance']","['Paranormal', 'Urban Fantasy', 'Magic', 'Paranormal Romance']",no,omniscent
Douglas Coupland ,"['Girlfriend in a Coma', 'Player One: What Is to Become of Us (CBC Massey Lectures)']","['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,first-person
Wendy Mass ,"['Every Soul a Star', 'Finally', '11 Birthdays', '13 Gifts', 'The Candymakers', 'Bob', ""Beauty and the Beast: The Only One Who Didn't Run Away"", 'Graceful']","['Romance', 'Fantasy']","['Realistic Fiction', 'Magic']",no,first-person
Noelle Stevenson,['Nimona'],['Fantasy'],['Magic'],no,second-person
Nick Harkaway ,['The Gone-Away World'],"['Science Fiction', 'Fantasy']",['Post Apocalyptic'],no,third-person
Cate Tiernan,"['Immortal Beloved', 'Book of Shadows', 'A Chalice of Wind', 'Awakening', 'Dark Magick', 'Spellbound', 'The Calling', 'Changeling', 'Strife', 'Seeker', ""Night's Child"", 'Darkness Falls', 'Darkest Fear', 'A Feather of Stone', 'Origins', 'Eclipse', 'A Necklace of Water', 'Reckoning', 'Full Circle']","['Fantasy', 'Romance']","['Paranormal', 'Magic', 'Urban Fantasy', 'Paranormal Romance']",no,third-person
Christine Feehan ,"['Dark Desire', 'Dark Magic', 'Dark Fire', 'Dark Prince', 'Dark Challenge', 'Dark Slayer', 'Dark Guardian', 'Dark Demon', 'Dark Legend', 'Shadow Game', 'Safe Harbor', 'Dark Symphony', 'Murder Game', 'Street Game', 'Hidden Currents', 'Wild Fire', 'Night Game', ""Leopard's Prey"", 'Air Bound', 'Dangerous Tides', 'Spirit Bound', 'Dark Wolf', 'Dark Lycan', 'Dark Predator', 'Wild Rain', 'Dark Destiny', 'Dark Gold', 'Mind Game', 'Ruthless Game', 'Dark Curse', 'Dark Melody', 'Dark Celebration', 'Dark Secret', 'Shadow Rider', 'Turbulent Sea', 'Judgment Road']","['Romance', 'Fantasy']","['Paranormal Romance', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Magic', 'Contemporary Romance']",no,third-person
Anita Shreve,"[""Fortune's Rocks"", 'Sea Glass', 'Resistance', 'The Stars Are Fire', 'A Change in Altitude']",['Romance'],['Historical Fiction'],no,third-person
Julie Garwood ,"[""Honor's Splendour"", 'The Bride', 'Ransom', 'The Secret', 'Saving Grace', 'The Wedding', 'The Prize', 'Prince Charming', 'Gentle Warrior', 'For the Roses', 'Fire and Ice', 'Shadow Music', 'Mercy', 'Heartbreaker', 'Castles', ""The Lion's Lady"", ""Castles / The Lion's Lady"", 'The Ideal Man', 'Sizzle', 'The Gift', 'Killjoy', 'Slow Burn', 'Shadow Dance', 'Murder List', 'One Pink Rose', 'HotShot', 'Come the Spring', 'Guardian Angel', 'Rebellious Desire']",['Romance'],"['Historical Romance', 'Historical Fiction', 'Contemporary Romance']",no,third-person
Scarlett Thomas ,['The End of Mr. Y'],"['Fantasy', 'Science Fiction']",['Time Travel'],no,third-person
Seanan McGuire ,"['Every Heart a Doorway', 'Late Eclipses', 'A Local Habitation', 'Down Among the Sticks and Bones', 'Ashes of Honor', 'One Salt Sea', 'An Artificial Night', 'Rosemary and Rue', 'Discount Armageddon', 'Pocket Apocalypse', 'The Winter Long', 'Midnight Blue-Light Special', 'Chimes at Midnight', 'Middlegame', 'Sparrow Hill Road', 'Half-Off Ragnarok', 'Chaos Choreography', 'In an Absent Dream', 'Beneath the Sugar Sky', 'A Red-Rose Chain', 'Once Broken Faith', 'Indexing', 'Reflections']","['Fantasy', 'Romance', 'Horror', 'Science Fiction']","['Urban Fantasy', 'Paranormal', 'Magic', 'Vampires', 'Paranormal Romance', 'Time Travel']",no,third-person
John Shors ,['Beneath a Marble Sky'],['Romance'],['Historical Fiction'],no,first-person
J. Sheridan Le Fanu,"['Carmilla', 'Uncle Silas']","['Horror', 'Fantasy']","['Vampires', 'Paranormal', 'Historical Fiction']",classic,omniscent
Lynsay Sands ,"['A Quick Bite', 'Vampire, Interrupted', 'Tall, Dark & Hungry', 'The Accidental Vampire', 'The Renegade Hunter', 'Bite Me If You Can', 'Vampire Most Wanted', 'Love Bites', 'Vampires are Forever', 'Immortal Ever After', 'A Bite to Remember', 'The Immortal Hunter', 'The Rogue Hunter', 'Born to Bite', 'Hungry for You', 'The Reluctant Vampire', 'The Lady is a Vamp', 'Single White Vampire', 'Under a Vampire Moon', 'One Lucky Vampire', 'Taming the Highland Bride', 'The Hellion and the Highlander', 'Devil of the Highlands', 'The Deed', 'The Reluctant Reformer', 'The Chase', 'The Switch', 'An English Bride in Scotland', 'The Key']","['Romance', 'Fantasy']","['Vampires', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy', 'Contemporary Romance', 'Historical Romance', 'Historical Fiction']",no,third-person
Perie Wolford ,['Presence'],"['Science Fiction', 'Fantasy']",['Space'],no,third-person
Rick Chiantaretto ,['Death of the Body'],"['Fantasy', 'Horror']","['Paranormal', 'Urban Fantasy', 'Demons']",no,third-person
Melissa Landers ,"['Alienated', 'Invaded', 'Starflight']","['Science Fiction', 'Romance', 'Fantasy']","['Paranormal', 'Paranormal Romance', 'Space']",no,omniscent
Rachel Van Dyken ,"['Ruin', 'The Wager', 'The Bet', 'Upon a Midnight Dream', 'Toxic']","['Romance', 'Fantasy']","['Contemporary Romance', 'Comedy', 'Historical Romance', 'Historical Fiction']",no,omniscent
Alwyn Hamilton ,"['Rebel of the Sands', 'Traitor to the Throne', 'Hero at the Fall']","['Fantasy', 'Romance']","['Magic', 'High Fantasy']",no,third-person
Julie Anne Peters,"[""By the Time You Read This, I'll Be Dead"", 'Keeping You a Secret']",['Romance'],['Realistic Fiction'],no,third-person
Nicole Williams ,"['Crash', 'Crush', 'Eternal Eden', 'Clash', 'Fusion', 'Roommates with Benefits', 'Lost & Found']","['Romance', 'Fantasy']","['Contemporary Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",no,third-person
Michael Marshall Smith ,"['Only Forward', 'The Servants']","['Science Fiction', 'Fantasy', 'Horror']","['Cyberpunk', 'Time Travel', 'Paranormal', 'Urban Fantasy']",no,omniscent
Kiersten White ,"['And I Darken', 'Now I Rise', 'Bright We Burn', 'Mind Games', 'Perfect Lies', 'Illusions of Fate', 'The Chaos of Stars']","['Fantasy', 'Romance', 'Science Fiction']","['Historical Fiction', 'Paranormal', 'Magic', 'Urban Fantasy']",no,third-person
Gene Wolfe,"['The Shadow of the Torturer', 'The Urth of the New Sun', 'The Citadel of the Autarch', 'The Knight', 'The Claw of the Conciliator', 'The Sword of the Lictor']","['Fantasy', 'Science Fiction']","['Post Apocalyptic', 'High Fantasy', 'Time Travel', 'Epic Fantasy', 'Magic']",no,omniscent
Sarah Rees Brennan ,"['Unspoken', 'Untold', 'Unmade', ""The Demon's Lexicon"", ""The Demon's Covenant"", ""The Demon's Surrender""]","['Fantasy', 'Romance']","['Paranormal', 'Magic', 'Urban Fantasy', 'Demons']",no,first-person
Adam Silvera ,"['History Is All You Left Me', 'More Happy Than Not']","['Romance', 'Science Fiction']",['Realistic Fiction'],no,first-person
Arwen Elys Dayton ,['Seeker'],"['Fantasy', 'Science Fiction', 'Romance']",['High Fantasy'],no,third-person
B. Kristin McMichael ,['Carnelian'],"['Fantasy', 'Romance', 'Science Fiction']","['Time Travel', 'Paranormal']",no,third-person
Caragh M. O'Brien ,"['Birthmarked', 'Prized']","['Fantasy', 'Science Fiction', 'Romance']",['Post Apocalyptic'],no,third-person
Katie Kacvinsky ,"['Awaken', 'Second Chance', 'First Comes Love', 'Finally, Forever']","['Romance', 'Science Fiction', 'Fantasy']","['Post Apocalyptic', 'Contemporary Romance', 'Realistic Fiction']",no,third-person
Lisa Schroeder ,"['I Heart You, You Haunt Me', 'The Day Before', 'Far from You', 'Chasing Brooklyn', 'All We Have Is Now']","['Romance', 'Fantasy', 'Science Fiction']","['Paranormal', 'Realistic Fiction']",no,third-person
Becky Chambers,"['The Long Way to a Small, Angry Planet', 'A Closed and Common Orbit', 'To Be Taught, If Fortunate']","['Science Fiction', 'Fantasy']",['Space'],no,omniscent
Michelle Moran ,"['Nefertiti', 'The Heretic Queen', ""Cleopatra's Daughter"", 'Madame Tussaud: A Novel of the French Revolution']",['Romance'],"['Historical Fiction', 'Historical Romance']",no,third-person
Jessica Warman,"['Between', 'Breathless', 'Beautiful Lies']","['Fantasy', 'Romance']","['Paranormal', 'Realistic Fiction']",no,omniscent
John Twelve Hawks,['The Traveler'],"['Fantasy', 'Science Fiction']",['Urban Fantasy'],no,first-person
Isobelle Carmody ,"['Obernewtyn', 'Darkfall', 'The Keeping Place', 'The Farseekers', 'Ashling', 'The Stone Key']","['Fantasy', 'Science Fiction', 'Romance']","['Post Apocalyptic', 'Paranormal', 'Magic', 'High Fantasy', 'Urban Fantasy', 'Epic Fantasy']",no,third-person
Bette Greene ,['Summer of My German Soldier'],['Romance'],['Historical Fiction'],classic,third-person
Rachel Ward ,"['Numbers', 'The Chaos', 'Infinity']","['Fantasy', 'Science Fiction', 'Romance']","['Paranormal', 'Post Apocalyptic']",no,omniscent
Susan Dennard ,"['Truthwitch', 'Bloodwitch', 'Windwitch']","['Fantasy', 'Romance']","['Magic', 'High Fantasy', 'Paranormal']",no,first-person
Nancy Garden,['Annie on My Mind'],['Romance'],['Realistic Fiction'],classic,omniscent
Colin Meloy,"['Wildwood', 'Under Wildwood']",['Fantasy'],['Magic'],no,omniscent
A.S. King ,"['Please Ignore Vera Dietz', 'Ask the Passengers', 'I Crawl Through It', 'Reality Boy', 'Everybody Sees the Ants', 'Still Life with Tornado', 'The Dust of 100 Dogs']","['Romance', 'Fantasy']","['Realistic Fiction', 'Historical Fiction']",no,third-person
Jan-Philipp Sendker ,"['The Art of Hearing Heartbeats', 'A Well-Tempered Heart']",['Romance'],['Historical Fiction'],no,first-person
Kim Holden ,"['Bright Side', 'Gus', 'Franco', 'So Much More']",['Romance'],['Contemporary Romance'],no,omniscent
Rachel Hawkins ,['Rebel Belle'],"['Fantasy', 'Romance']","['Paranormal', 'Magic', 'Urban Fantasy']",no,first-person
Anne Fortier ,['Juliet'],['Romance'],['Historical Fiction'],no,third-person
Kevin Kwan ,['Crazy Rich Asians'],['Romance'],['Realistic Fiction'],no,omniscent
H. Rider Haggard,"[""King Solomon's Mines"", 'She: A History of Adventure', 'Allan Quatermain', 'The People of the Mist', 'Ayesha: The Return of She', ""Montezuma's Daughter"", 'She and Allan', 'The Brethren']","['Fantasy', 'Science Fiction', 'Romance']",['Historical Fiction'],classic,third-person
Eva Ibbotson,"['A Countess Below Stairs', 'The Dragonfly Pool', 'Journey to the River Sea', 'The Star of Kazan', 'A Song for Summer', 'A Company of Swans', 'The Secret of Platform 13', 'The Morning Gift', 'The Reluctant Heiress', 'Which Witch?']","['Romance', 'Fantasy']","['Historical Fiction', 'Historical Romance', 'Magic']",no,first-person
Michael J. Sullivan ,"['The Crown Conspiracy', 'The Crown Tower', 'Age of Myth', 'The Rose and the Thorn', 'Percepliquis', 'Wintertide', 'Avempartha', 'The Death of Dulgath', 'The Emerald Storm', 'Nyphron Rising']","['Fantasy', 'Romance']","['Epic Fantasy', 'High Fantasy', 'Magic', 'Sword and Sorcery']",no,third-person
Elizabeth Eulberg ,"['The Lonely Hearts Club', 'Prom & Prejudice', 'Better off Friends']",['Romance'],['Realistic Fiction'],no,third-person
Janne Teller,['Nothing'],['Horror'],['Realistic Fiction'],no,omniscent
Fyodor Dostoyevsky,['The Gambler'],['Romance'],['Historical Fiction'],classic,omniscent
Melissa Albert ,['The Hazel Wood'],['Fantasy'],"['Magic', 'Urban Fantasy']",no,third-person
Brodi Ashton ,"['Everneath', 'Everbound']","['Fantasy', 'Romance']","['Paranormal', 'Paranormal Romance', 'Urban Fantasy']",no,third-person
Wayne Thomas Batson ,"['The Door Within', 'Isle of Swords', 'The Final Storm']",['Fantasy'],"['Magic', 'Historical Fiction']",no,first-person
CLAMP,"['Tsubasa: RESERVoir CHRoNiCLE, Vol. 1', 'xxxHolic, Vol. 1', 'Cardcaptor Sakura, Vol. 1', 'xxxHolic, Vol. 2', 'xxxHolic, Vol. 3', 'xxxHolic, Vol. 9', 'xxxHolic, Vol. 10', 'xxxHolic, Vol. 4', 'Cardcaptor Sakura: Master of the Clow, Vol. 1', 'xxxHolic, Vol. 18', 'Magic Knight Rayearth I, Vol. 1']","['Fantasy', 'Romance', 'Horror']","['Magic', 'Paranormal']",no,first-person
Deborah Howe,['Bunnicula'],"['Fantasy', 'Horror']",['Vampires'],no,omniscent
Taran Matharu ,"['The Novice', 'The Inquisition', 'The Battlemage']",['Fantasy'],"['Magic', 'Demons', 'High Fantasy', 'Paranormal']",no,omniscent
Nina LaCour ,"['We Are Okay', 'Hold Still', 'Everything Leads to You', 'You Know Me Well', 'The Disenchantments']",['Romance'],['Realistic Fiction'],no,first-person
Lisi Harrison ,"['The Clique', 'Invasion of the Boy Snatchers', 'P.S. I Loathe You', 'The Pretty Committee Strikes Back', 'Revenge of the Wannabes', 'Best Friends for Never', 'Dial L for Loser', ""Bratfest at Tiffany's"", ""It's Not Easy Being Mean"", 'Sealed with a Diss', 'Dylan', 'Claire', 'Massie', 'Kristen', 'Alphas', 'Boys ""R"" Us', 'These Boots Are Made for Stalking', ""Where There's a Wolf, There's a Way"", 'Back and Deader Than Ever', 'My Little Phony', 'A Tale of Two Pretties']","['Romance', 'Fantasy']","['Realistic Fiction', 'Paranormal', 'Vampires', 'Monsters']",no,third-person
