,Name,Birth Year,Genres,Books
485,Dean Wesley Smith,1950.0,"Science fiction, mystery, fantasy","['The Flesh in the Furnace', 'Chase (novel)', 'Shattered (Koontz novel)', 'Dragonfly (Koontz novel)', 'Invasion (Koontz novel)', 'Night Chills', 'The Face of Fear', 'The Vision (novel)', 'The Key to Midnight', 'The Voice of the Night', 'The Funhouse (novel)', 'Whispers (Koontz novel)', 'The Mask (Koontz novel)', 'The Eyes of Darkness', 'The House of Thunder', 'Phantoms (novel)', 'Darkfall (Koontz novel)', 'The Servants of Twilight', 'Twilight Eyes', 'The Door to December', 'Strangers (Koontz novel)', 'Watchers (novel)', 'Shadow Fires', 'Midnight (Koontz novel)', 'The Bad Place', 'Cold Fire (Koontz novel)', 'Hideaway (novel)', 'Mr. Murder (novel)', 'Dragon Tears', 'Invasion (Koontz novel)', 'Dark Rivers of the Heart', 'Icebound (novel)', 'Intensity (novel)', 'Ticktock (novel)', 'Sole Survivor (novel)', 'Fear Nothing', 'Seize the Night (novel)', 'False Memory (novel)', 'From the Corner of His Eye', 'One Door Away from Heaven', 'By the Light of the Moon (novel)', 'The Face (Koontz novel)', 'Odd Thomas (novel)', 'The Taking', 'Life Expectancy (novel)', 'Prodigal Son (novel)', 'Velocity (novel)', 'City of Night (Koontz and Gorman novel)', 'Forever Odd', 'The Husband', 'Brother Odd', 'The Good Guy', 'The Darkest Evening of the Year', 'Odd Hours', 'Your Heart Belongs to Me (novel)', 'Relentless (Koontz novel)', 'Dead and Alive (Koontz novel)', 'Breathless (novel)', 'Lost Souls (Koontz novel)', 'What the Night Knows', 'The Dead Town', 'Odd Apocalypse', 'Deeply Odd', 'Mr. Murder (miniseries)']"
486,Mary Shelley,1797.0,,[]
487,Ally Kennen,1975.0,Thriller,[]
488,Katherine Dunn,1945.0,,['Geek Love']
489,Mikhail Bulgakov,1891.0,"['Science fiction', ' satire']","['The White Guard', 'Theatrical Novel', 'Heart of a Dog', 'The Fatal Eggs']"
490,Gus Van Sant,1952.0,,"[""Ali's Smile"", 'The Cat Inside']"
491,John Updike,1932.0,,"['Rabbit, Run', 'Rabbit Redux', 'Rabbit Is Rich', 'Rabbit at Rest', 'Rabbit Remembered', 'The Witches of Eastwick', 'The Widows of Eastwick', 'The Centaur', 'Of the Farm', 'Couples (novel)', 'Marry Me (novel)', ""Roger's Version"", 'Memories of the Ford Administration', 'Brazil (novel)', 'In the Beauty of the Lilies', 'Toward the End of Time', 'Gertrude and Claudius', 'Seek My Face', 'Terrorist (novel)', 'The Early Stories: 1953–1975', ""My Father's Tears and Other Stories"", 'Telephone Poles']"
492,Antonio Tabucchi,1943.0,,[]
493,Jerry B. Jenkins,1949.0,,[]
494,Marge Piercy,1936.0,,[]
495,Bret Easton Ellis,1964.0,['AutofictionhorrorGothicthrillercoming of age'],"['Less than Zero (novel)', 'The Rules of Attraction', 'American Psycho', 'Glamorama', 'Imperial Bedrooms', 'The Shards', 'Less than Zero (novel)', 'The Rules of Attraction', 'American Psycho', 'Glamorama', 'Imperial Bedrooms', 'The Shards']"
496,John Crowley,,,
497,Tim Dorsey,1961.0,,[]
498,Andrew Gross,1952.0,"['Crime', ' Mystery novel']","['The Jester (novel)', '3rd Degree (novel)']"
499,Helen Fielding,1958.0,"['Comedy novel', ' ""Chick lit""']","[""Bridget Jones's Diary (novel)"", 'Bridget Jones: The Edge of Reason (novel)', ""Bridget Jones's Diary (novel)"", 'Bridget Jones: The Edge of Reason (novel)']"
500,Peter S. Beagle,1939.0,Fantasy,[]
501,Wilbur A. Smith,,,
502,P. D. James,1920.0,"['Crime', ' mystery']","['Cover Her Face', 'A Mind to Murder', 'Unnatural Causes (detective novel)', 'Shroud for a Nightingale', 'The Black Tower', 'Death of an Expert Witness', 'Devices and Desires', 'Original Sin (James novel)', 'A Certain Justice', 'Death in Holy Orders', 'The Murder Room', 'The Lighthouse (James novel)', 'The Private Patient', 'An Unsuitable Job for a Woman', 'The Skull Beneath the Skin', 'Innocent Blood (novel)', 'The Children of Men', 'Death Comes to Pemberley', 'Talking About Detective Fiction', 'Death of an Expert Witness', 'Shroud for a Nightingale', 'Cover Her Face', 'A Taste for Death (James novel)', 'Devices and Desires', 'A Mind to Murder', 'Original Sin (James novel)', 'A Certain Justice', 'Death in Holy Orders', 'The Murder Room']"
503,Milan Kundera,1929.0,,[]
504,Glen David Gold,1964.0,,[]
505,Anthony Burgess,1917.0,['Historical fiction'],"['The Right to an Answer', 'The Doctor Is Sick', 'The Worm and the Ring', 'Devil of a State', 'A Clockwork Orange (novel)', 'The Wanting Seed', 'A Vision of Battlements', 'Tremor of Intent: An Eschatological Spy Novel', 'M/F', 'Napoleon Symphony', ""Beard's Roman Women"", 'Earthly Powers', 'The End of the World News: An Entertainment', 'The Kingdom of the Wicked', 'The Pianoplayers', 'Any Old Iron (novel)', 'Mozart and the Wolf Gang', 'A Dead Man in Deptford']"
506,Billie Letts,1938.0,,[]
507,Rex Stout,1886.0,['Mystery Novel'],"['Murder in E Minor', 'Death on Deadline', 'Fade to Black (novel)']"
508,Breena Clarke,,,[]
509,Richard Laymon,1947.0,"['Horror', ' Vampires', ' Coming of age']","['The Woods Are Dark', 'Funland (novel)', 'Darkness, Tell Us', 'Blood Games (novel)', 'Island (Laymon novel)', 'The Traveling Vampire Show']"
510,Jack London,1876.0,['Fiction'],"['The Cruise of the Dazzler', 'A Daughter of the Snows', 'The Call of the Wild', 'The Sea-Wolf', 'The Game (London novel)', 'White Fang', 'Before Adam', 'The Iron Heel', 'Martin Eden', 'Burning Daylight', 'Adventure (novel)', 'The Scarlet Plague', 'A Son of the Sun (novel)', 'The Abysmal Brute', 'The Valley of the Moon (novel)', 'The Mutiny of the Elsinore (novel)', 'The Little Lady of the Big House', 'Jerry of the Islands', 'Michael, Brother of Jerry', 'The Cruise of the Snark', 'John Barleycorn (novel)', 'The People of the Abyss', 'The Cruise of the Dazzler', 'A Daughter of the Snows', 'The Call of the Wild', 'The Sea-Wolf', 'The Game (London novel)', 'Before Adam', 'White Fang', 'The Iron Heel', 'Martin Eden', 'Burning Daylight', 'Adventure (novel)', 'The Scarlet Plague', 'A Son of the Sun (novel)', 'The Abysmal Brute', 'The Valley of the Moon (novel)', 'The Mutiny of the Elsinore (novel)', 'The Star Rover', 'The Little Lady of the Big House', 'Jerry of the Islands', 'Michael, Brother of Jerry', 'Hearts of Three', 'The People of the Abyss', 'The Cruise of the Snark', 'John Barleycorn (novel)']"
511,Stephen Hunter,1946.0,Thrillers,[]
512,Alan Gibbons,,Children's literature,[]
513,Scott Smith,,,
514,Daniel Clowes,1961.0,,['Ghost World (comics)']
515,Daniel Defoe,1660.0,,"['Robinson Crusoe', 'The Farther Adventures of Robinson Crusoe', 'Captain Singleton', 'Colonel Jack', 'A Journal of the Plague Year', 'Roxana: The Fortunate Mistress', 'The Consolidator', 'Serious Reflections of Robinson Crusoe', 'The Political History of the Devil']"
516,Harlan Coben,,"['Mystery', ' thriller']","['Play Dead (novel)', 'Miracle Cure (novel)', 'Tell No One (novel)', 'Gone for Good (novel)', 'No Second Chance', 'Just One Look (novel)', 'The Innocent (Coben novel)', 'Hold Tight (novel)', 'Caught (Coben novel)', 'The Stranger (Coben novel)', 'Deal Breaker', 'Drop Shot', 'Fade Away (novel)', 'Back Spin (novel)', 'Promise Me (novel)', 'Long Lost', 'Live Wire (novel)', 'Home (Coben novel)', 'Shelter (novel)', 'Win (Coben novel)']"
517,Katherine Paterson,1932.0,"[""Children's/Teen Fiction""]","['Of Nightingales That Weep', 'The Master Puppeteer', 'Bridge to Terabithia (novel)', 'The Great Gilly Hopkins', 'Jacob Have I Loved', 'Rebels of the Heavenly Kingdom', 'Come Sing, Jimmy Jo', ""Park's Quest"", 'Lyddie', 'Flip-Flop Girl', 'Jip, His Story', 'The Same Stuff as Stars', 'Bread and Roses, Too', 'The Day of the Pelican']"
518,Tami Hoag,1959.0,"['Mystery', ' Thriller novel']","['Ashes to Ashes (novel)', 'Dust to Dust (novel)']"
519,Margaret Mitchell,1900.0,"Romance novel, Historical fiction, epic novel",[]
520,Kate Chopin,1850.0,Realistic fiction,[]
521,Stephen Crane,1871.0,['Poetry'],"['Maggie: A Girl of the Streets', 'The Red Badge of Courage', ""George's Mother"", 'The Monster (novella)', 'The Black Riders and Other Lines']"
522,Guy Gavriel Kay,1954.0,['Fantasy'],"['The Summer Tree', 'The Summer Tree', 'The Darkest Road', 'The Sarantine Mosaic', 'The Sarantine Mosaic', 'The Summer Tree', 'The Wandering Fire', 'The Darkest Road', 'Tigana', 'A Song for Arbonne', 'The Lions of Al-Rassan', 'The Last Light of the Sun', 'Ysabel', 'Under Heaven (novel)', 'River of Stars', 'Children of Earth and Sky', 'A Brightness Long Ago']"
523,Elizabeth Ann Scarborough,1947.0,"Science fiction, fantasy","['Acorna: The Unicorn Girl', ""Acorna's Quest"", ""Acorna's People"", ""Acorna's World"", ""Acorna's Search"", ""Acorna's Rebels"", ""Acorna's Triumph"", 'First Warning (novel)', 'The Ship Who Sang', 'The Ship Who Searched', 'Crystal Singer', 'Killashandra (novel)', 'Dinosaur Planet (novel)', 'Sassinak', 'Sassinak', 'The Death of Sleep', 'Generation Warriors', 'To Ride Pegasus', 'Pegasus in Flight', 'Pegasus in Space', 'The Rowan', 'Damia (novel)', ""Damia's Children"", ""Lyon's Pride"", 'The Tower and the Hive', 'Restoree']"
524,Joy Fielding,1945.0,,[]
525,Frank Herbert,1920.0,['Science fiction[1]'],"['Dune (novel)', 'Dune Messiah', 'Children of Dune', 'God Emperor of Dune', 'Heretics of Dune', 'Chapterhouse: Dune', 'Whipping Star', 'The Dosadi Experiment', 'Destination: Void', 'The Jesus Incident', 'The Lazarus Effect (novel)', 'The Dragon in the Sea', 'The Green Brain', 'The Eyes of Heisenberg', 'The Heaven Makers', 'The Santaroga Barrier', 'Soul Catcher (novel)', 'The Godmakers (novel)', ""Hellstrom's Hive"", 'Direct Descent', 'The White Plague', 'Man of Two Worlds (novel)', 'High-Opp', ""Angels' Fall"", 'A Game of Authors', 'A Thorn in the Bush']"
526,Jacquelyn Mitchard,,,[]
527,James Howe,1946.0,,"['On Your Toes', 'Mr. Blandings Builds His Dream House', 'Sweet Smell of Success']"
528,Valerie Martin,1948.0,,[]
529,Velma Wallis,1960.0,,[]
530,Pauline Réage,1907.0,Fictional prose,[]
531,Miguel de Cervantes,1547.0,,['The Man Who Killed Don Quixote']
532,Franz Kafka,1883.0,,[]
533,Emma Donoghue,1969.0,,"['Slammerkin', 'The Wonder (Donoghue novel)']"
534,Jodi Picoult,1966.0,,"['Songs of the Humpback Whale (novel)', 'Harvesting the Heart', 'Picture Perfect (novel)', 'The Pact (novel)', 'Keeping Faith', 'Plain Truth (novel)', 'Salem Falls', 'Perfect Match (novel)', 'Second Glance', ""My Sister's Keeper (novel)"", 'Vanishing Acts', 'The Tenth Circle', 'Nineteen Minutes', 'Change of Heart (novel)', 'Sing You Home', 'Leaving Time', 'A Spark of Light', 'The Book of Two Ways (novel)', 'Wish You Were Here (Picoult novel)']"
535,John Dickson Carr,1906.0,"['Mystery fiction', ' Detective fiction']","['The Plague Court Murders', 'The White Priory Murders', 'The Red Widow Murders', 'The Unicorn Murders', 'The Punch and Judy Murders', 'The Judas Window', 'Death in Five Boxes', 'The Reader is Warned', 'And So to Murder', 'Murder in the Submarine Zone', 'Seeing is Believing (novel)', 'The Gilded Man', 'She Died a Lady', ""He Wouldn't Kill Patience"", 'The Curse of the Bronze Lamp', 'My Late Wives', 'The Skeleton in the Clock', 'A Graveyard to Let', 'Night at the Mocking Widow', 'Behind the Crimson Blind', ""The Cavalier's Cup"", ""Hag's Nook"", 'The Eight of Swords', 'The Blind Barber', 'Death-Watch', 'The Hollow Man (Carr novel)', 'The Arabian Nights Murder', 'The Crooked Hinge', 'The Man Who Could Not Shudder', 'Till Death Do Us Part (Carr novel)', 'He Who Whispers', 'It Walks By Night', 'The Burning Court', ""The Emperor's Snuff-Box"", 'The Bride of Newgate', 'The Nine Wrong Answers', 'Fire, Burn!', 'Scandal at High Chimneys', 'The Witch of the Low Tide', 'The Demoniacs', 'The Bowstring Murders', 'The Third Bullet (novel)', 'Drop to His Death']"
536,Elizabeth Berg,,,
537,Nikolai Leskov,1831.0,['Romantic chronicles'],"['The Amazon (novella)', 'The Enchanted Wanderer', 'The Life of a Peasant Woman', 'Musk-ox (Nikolai Leskov)', 'Lady Macbeth of the Mtsensk District (novella)', 'The Amazon (novella)', 'No Way Out (novel)', 'Neglected People', 'Old Years in Plodomasovo', 'At Daggers Drawn (novel)', 'The Enchanted Wanderer', 'A Decayed Family']"
538,Pam Muñoz Ryan,1951.0,,['Echo (Muñoz Ryan novel)']
539,Eleanor Estes,1906.0,Children's literature,[]
540,Joy Kogawa,1935.0,,[]
541,Philip Pullman,1946.0,,"['The Subtle Knife', 'The Amber Spyglass', 'La Belle Sauvage', 'The Secret Commonwealth', 'The Ruby in the Smoke', 'The Tiger in the Well', 'The Tin Princess', 'How to Be Cool', 'The Broken Bridge', 'Count Karlstein', 'The Scarecrow and his Servant', 'The Haunted Storm', 'The Ruby in the Smoke', 'The Shadow in the North', 'The Tiger in the Well', 'The Tin Princess', 'Northern Lights (Pullman novel)', 'The Subtle Knife', 'The Amber Spyglass', ""Lyra's Oxford"", 'Once Upon a Time in the North', 'La Belle Sauvage', 'The Secret Commonwealth', 'The Haunted Storm', 'Count Karlstein', 'How to Be Cool', 'The Broken Bridge', 'Clockwork (novel)', ""The Firework-Maker's Daughter"", 'The Scarecrow and his Servant', 'The Good Man Jesus and the Scoundrel Christ']"
542,Eric Idle,1943.0,,['Archaeology (album)']
543,James Dickey,1923.0,,[]
544,Len Deighton,1929.0,,"['Berlin Game', 'Berlin Game', 'Mexico Set', 'London Match', 'Spy Hook', 'Spy Line', 'Spy Sinker', 'Faith (novel)', 'Hope (Deighton novel)', 'Charity (novel)', 'The IPCRESS File', 'Funeral in Berlin', 'Billion-Dollar Brain', 'An Expensive Place to Die', 'Spy Story (novel)', 'Berlin Game', 'Mexico Set', 'London Match', 'Winter (Deighton novel)', 'Spy Hook', 'Spy Line', 'Spy Sinker', 'Faith (novel)', 'Hope (Deighton novel)', 'Charity (novel)', 'Bomber (novel)', 'SS-GB', 'XPD', 'Goodbye, Mickey Mouse', 'MAMista', ""Len Deighton's London Dossier"", 'Fighter: The True Story of the Battle of Britain', 'Blitzkrieg: From the Rise of Hitler to the Fall of Dunkirk', 'Blood, Tears and Folly']"
545,William Armstrong,,,
546,Boris Starling,,"['Thriller', ' Mystery novel']",['Messiah (Starling novel)']
547,Sergey Lukyanenko,1968.0,"Science fiction, fantasy",[]
548,Ken Kesey,1935.0,,"[""One Flew Over the Cuckoo's Nest (novel)"", 'Sometimes a Great Notion', 'Caverns (novel)', 'Sailor Song']"
549,Charles Osborne,,,
550,Carrie Fisher,1956.0,,[]
551,Ian Fleming,1908.0,,[]
552,Jane Yolen,1939.0,,"[""Wizard's Hall""]"
553,Louis de Bernières,1954.0,"['Historical', ' Romance', ' War']","[""The War of Don Emmanuel's Nether Parts"", 'Señor Vivo and the Coca Lord', 'Red Dog (novel)', 'Birds Without Wings']"
554,James A. Michener,1907.0,['Historical novel'],"['The Fires of Spring', 'The Bridges at Toko-ri (novel)', 'Sayonara (novel)', 'Hawaii (novel)', 'Caravans (novel)', 'The Source (novel)', 'The Drifters (novel)', 'Centennial (novel)', 'Chesapeake (novel)', 'The Watermen', 'The Covenant (novel)', 'Space (Michener novel)', 'Poland (novel)', 'Texas (novel)', 'Legacy (Michener novel)', 'Alaska (novel)', 'Caribbean (novel)', 'Journey (novel)', 'The Novel', 'South Pacific (novel)', 'Mexico (novel)', 'Recessional (novel)', 'Miracle in Seville', 'Matecumbe (novel)', 'The Bridge at Andau', 'Iberia (book)', 'The Eagle and the Raven']"
555,Edward Rutherfurd,1948.0,Historical novels,[]
556,Lorraine Hansberry,1930.0,,[]
557,Marian Keyes,1963.0,Contemporary fiction,[]
558,Judith Tarr,1955.0,,[]
559,Lurlene McDaniel,1944.0,['Realistic fiction'],['Hit and Run (novel)']
560,Geoffrey Wellum,1921.0,,[]
561,Herman Wouk,1915.0,,"[""Lisey's Story (miniseries)"", 'Heroes for Hope', 'American Vampire']"
562,Patricia Highsmith,1921.0,['crime novel'],"['Strangers on a Train (novel)', 'Deep Water (Highsmith novel)', 'A Game for the Living', 'This Sweet Sickness', 'The Cry of the Owl', 'The Two Faces of January', 'The Glass Cell (novel)', 'Those Who Walk Away', 'The Tremor of Forgery', ""A Dog's Ransom"", ""Edith's Diary"", 'People Who Knock on the Door', 'Found in the Street', 'Small g: a Summer Idyll', 'The Talented Mr. Ripley', 'Ripley Under Ground', 'Ripley Under Water', 'Strangers on a Train (novel)', 'Deep Water (Highsmith novel)', 'A Game for the Living', 'This Sweet Sickness', 'The Cry of the Owl', 'The Two Faces of January', 'The Glass Cell (novel)', 'A Suspension of Mercy', 'Those Who Walk Away', 'The Tremor of Forgery', ""A Dog's Ransom"", ""Edith's Diary"", 'People Who Knock on the Door', 'Found in the Street', 'Small g: a Summer Idyll', 'The Talented Mr. Ripley', 'Ripley Under Ground', 'Ripley Under Water']"
563,Nino Ricci,,,[]
564,Peter F. Hamilton,1960.0,"Science fiction, Space opera",[]
565,Dale Brown,1956.0,,"['Flight of the Old Dog', 'Day of the Cheetah', 'Fatal Terrain', 'The Tin Man (novel)', 'Air Battle Force', 'Silver Tower (novel)', 'Storming Heaven (Brown novel)']"
566,Ann Rule,1931.0,['Nonfiction/True crime'],"['The Stranger Beside Me', 'Dead By Sunset', 'Practice to Deceive']"
567,Sonya Hartnett,1968.0,['Young adult fiction'],"['The Silver Donkey', 'Sadie and Ratz', 'The Children of the King', 'Princes (novel)', 'Forest (novel)', 'Surrender (novel)', 'Butterfly (novel)', 'The Midnight Zoo', 'The Glass House (novel)', 'Black Foxes', 'Golden Boys (novel)', 'The Silver Donkey', 'Sadie and Ratz', 'The Children of the King', 'Princes (novel)', 'Stripes of the Sidestep Wolf', 'Forest (novel)', 'Surrender (novel)', 'Butterfly (novel)', 'The Midnight Zoo', 'The Glass House (novel)', 'Black Foxes', 'Of a Boy', 'Golden Boys (novel)']"
568,Bel Kaufman,1911.0,,['Up the Down Staircase']
569,Gary Blackwood,,,
570,Rohinton Mistry,,,"['Such a Long Journey (novel)', 'A Fine Balance']"
571,Eric Hoffer,1902.0,"social psychology, political science",[]
572,A. Scott Berg,1949.0,['Non-fiction'],"['Kate Remembered', 'Wilson (book)']"
573,Danzy Senna,1970.0,"Fiction, non-fiction",[]
574,Walter D. Edmonds,1903.0,,"['In Our Time (short story collection)', 'In Our Time (short story collection)', 'The Torrents of Spring', 'The Sun Also Rises', 'A Farewell to Arms', 'Death in the Afternoon', 'To Have and Have Not', 'For Whom the Bell Tolls', 'Across the River and into the Trees', 'The Old Man and the Sea', 'The Torrents of Spring', 'The Sun Also Rises', 'A Farewell to Arms', 'To Have and Have Not', 'For Whom the Bell Tolls', 'Across the River and into the Trees', 'The Old Man and the Sea', 'Death in the Afternoon', 'Islands in the Stream (novel)', 'The Dangerous Summer', 'The Garden of Eden (novel)', 'True at First Light', 'Under Kilimanjaro', 'In Our Time (short story collection)', '88 Poems', 'Ernest Hemingway: Selected Letters, 1917–1961']"
575,Henry James,1843.0,['Autobiography'],"['Watch and Ward', 'Roderick Hudson', 'The American (novel)', 'The Europeans', 'Confidence (novel)', 'Washington Square (novel)', 'The Portrait of a Lady', 'The Bostonians', 'The Princess Casamassima', 'The Reverberator', 'The Tragic Muse', 'The Other House', 'The Spoils of Poynton', 'What Maisie Knew', 'The Awkward Age', 'The Sacred Fount', 'The Wings of the Dove', 'The Ambassadors', 'The Golden Bowl', 'The Outcry', 'A Passionate Pilgrim', 'Madame de Mauves', 'Daisy Miller', 'The Author of Beltraffio', 'The Aspern Papers', 'A London Life', 'The Lesson of the Master', 'The Pupil (short story)', 'The Altar of the Dead', 'The Next Time (short story)', 'The Turn of the Screw', 'In the Cage', 'The Beast in the Jungle', 'A Little Tour in France', 'English Hours', 'The American Scene', 'Italian Hours', 'Theatricals', 'Theatricals: Second Series', 'French Poets and Novelists', 'Hawthorne (book)', 'Partial Portraits', 'Essays in London and Elsewhere', 'Notes on Novelists', 'A Small Boy and Others', 'Watch and Ward', 'Roderick Hudson', 'The American (novel)', 'The Europeans', 'Confidence (novel)', 'Washington Square (novel)', 'The Portrait of a Lady', 'The Bostonians', 'The Princess Casamassima', 'The Reverberator', 'The Tragic Muse', 'The Other House', 'The Spoils of Poynton', 'What Maisie Knew', 'The Awkward Age', 'The Sacred Fount', 'The Wings of the Dove', 'The Ambassadors', 'The Golden Bowl', 'The Whole Family', 'The Outcry', 'The Ivory Tower', 'The Sense of the Past', 'Madame de Mauves', 'Daisy Miller', 'The Aspern Papers', 'The Turn of the Screw', 'The Beast in the Jungle', 'Theatricals', 'Theatricals: Second Series', 'French Poets and Novelists', 'Hawthorne (book)', 'A Little Tour in France', 'Partial Portraits', 'Essays in London and Elsewhere', 'English Hours', 'The American Scene', 'Italian Hours', 'A Small Boy and Others', 'Notes on Novelists', 'The Middle Years (autobiography)']"
